"","response_uuid","Age","Trial","Usable frames (%)","change_good","Stimulus.type"
"140","e028c328-ed67-4893-bb83-7b2528bb3c3f","6","3",0.428346456692913,0.838235294117647,"Small"
"141","e65cced6-5854-47c6-a74e-a20046fbdfb4","6","2",0.397689768976898,0.564315352697095,"Small"
"142","e65cced6-5854-47c6-a74e-a20046fbdfb4","6","3",0.42992125984252,0.36996336996337,"Small"
"143","e6681ec0-8580-4c90-8b78-ba2eda235b24","6","1",0.536163522012579,0.436950146627566,"Big"
"144","e6681ec0-8580-4c90-8b78-ba2eda235b24","6","2",0.856435643564356,0.91907514450867,"Big"
"145","e6681ec0-8580-4c90-8b78-ba2eda235b24","6","3",0.365354330708661,0.646551724137931,"Big"
"146","e6681ec0-8580-4c90-8b78-ba2eda235b24","6","4",0.420965058236273,0.984189723320158,"Big"
"147","e9c93b65-ba91-47f9-ba15-ebd49936a22c","12","1",0.654088050314465,0.788461538461538,"Big"
"148","e9c93b65-ba91-47f9-ba15-ebd49936a22c","12","2",0.506600660066007,0.625407166123778,"Big"
"149","e9c93b65-ba91-47f9-ba15-ebd49936a22c","12","3",0.568503937007874,0.642659279778393,"Big"
"150","e9c93b65-ba91-47f9-ba15-ebd49936a22c","12","4",0.911813643926789,0.972627737226277,"Big"
"151","ed8fc258-ab43-41e2-8294-5f349ef3d9c1","6","1",0.889937106918239,0.333922261484099,"Small"
"152","ed8fc258-ab43-41e2-8294-5f349ef3d9c1","6","2",0.884488448844885,0.850746268656716,"Small"
"153","ed8fc258-ab43-41e2-8294-5f349ef3d9c1","6","3",0.982677165354331,0.498397435897436,"Small"
"154","ed8fc258-ab43-41e2-8294-5f349ef3d9c1","6","4",0.940099833610649,0.649557522123894,"Small"
"155","fe85735d-5680-4edc-b835-3a70d4d90a9f","12","1",0.882075471698113,0.7825311942959,"Big"
"156","fe85735d-5680-4edc-b835-3a70d4d90a9f","12","2",0.806930693069307,0.386503067484663,"Big"
"157","fe85735d-5680-4edc-b835-3a70d4d90a9f","12","3",0.900787401574803,0.797202797202797,"Big"
"158","fe85735d-5680-4edc-b835-3a70d4d90a9f","12","4",0.810316139767055,0.845995893223819,"Big"
