"","response_uuid","Age","Trial","Usable frames (%)","novel_good","Stimulus type"
"193","e1de4a92-a702-4f77-92cb-437799e28dae","6","4",0.937262357414449,0.626774847870183,"S"
"194","e1de4a92-a702-4f77-92cb-437799e28dae","6","5",0.548387096774194,0.612456747404844,"NS"
"195","e1de4a92-a702-4f77-92cb-437799e28dae","6","6",0.657142857142857,0.434782608695652,"S"
"196","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","2",0.524714828897338,0.518115942028985,"S"
"197","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","3",0.556818181818182,0.578231292517007,"NS"
"198","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","4",0.595057034220532,0.482428115015974,"S"
"199","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","5",0.555977229601518,0.62457337883959,"NS"
"200","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","6",0.565714285714286,0.35016835016835,"S"
"201","ea5ea450-660c-4b61-a549-dd9d71e7059d","6","1",0.621212121212121,0.26219512195122,"NS"
"202","ea5ea450-660c-4b61-a549-dd9d71e7059d","6","2",0.838403041825095,0.507936507936508,"S"
"203","ea5ea450-660c-4b61-a549-dd9d71e7059d","6","3",0.789772727272727,0.575539568345324,"S"
"204","ea5ea450-660c-4b61-a549-dd9d71e7059d","6","4",0.501901140684411,0.696969696969697,"NS"
"205","ea5ea450-660c-4b61-a549-dd9d71e7059d","6","5",0.565464895635674,0.697986577181208,"S"
"206","ea5ea450-660c-4b61-a549-dd9d71e7059d","6","6",0.586666666666667,0.327922077922078,"NS"
"207","f22b3366-1a35-4b22-8bdf-d29879221af7","6","1",0.490530303030303,0.416988416988417,"NS"
"208","f22b3366-1a35-4b22-8bdf-d29879221af7","6","2",0.781368821292776,0.4330900243309,"S"
"209","f22b3366-1a35-4b22-8bdf-d29879221af7","6","3",0.354166666666667,0.588235294117647,"S"
"210","f22b3366-1a35-4b22-8bdf-d29879221af7","6","4",0.46958174904943,0.473684210526316,"NS"
"211","f22b3366-1a35-4b22-8bdf-d29879221af7","6","5",0.495256166982922,0.532567049808429,"S"
